QuestionID,ExamYear,QuestionStem,BodySystem,Subcategory,BlueprintCategory_Predicted,CorrectAnswer
Q2023-665,2023,"A 45-year-old male sees you to review the results of a male hormone imbalance test that he took
online. On the list of symptoms, he marked decreased sex drive and excessive sweating as
severe; fatigue, mood changes, sleep problems, and muscle strength as moderate; and hair loss,
decreased mental ability, weight gain, and muscle and joint pain as mild. The patient has no
known chronic diseases and takes a daily multivitamin. His medical history and a physical
examination are unremarkable. He would like to start testosterone therapy as soon as possible.
After discussing the limited indications for testosterone replacement, which one of the following
would be the most appropriate next step to address this patientâ€™s concerns?
A) Reassurance only
B) FSH and LH levels
C) A total testosterone level at the end of this visit
D) Two separate fasting morning total testosterone levels
E) A clinical trial of testosterone replacement

A) 
B) 
C) 
D) 
E) ",Endocrine,Management,Chronic Care Management,D
Q2023-666,2023,"A healthy 23-year-old presents for a physical examination required for entrance to nursing
school. The patientâ€™s vital signs and a physical examination are unremarkable. To complete the
immunization requirements, you administer Tdap and varicella vaccines. The nursing school
requests tuberculosis (TB) test results.
Which one of the following would be most appropriate regarding TB testing?
A) No testing because the patient is asymptomatic
B) A sputum culture
C) A tuberculin skin test
D) An interferon-gamma release assay (IGRA, QuantiFERON-TB Gold)
E) A chest radiograph

A) 
B) 
C) 
D) 
E) ",Respiratory,Screening,Acute Care and Diagnosis,D
Q2023-667,2023,"A local corticosteroid injection is most likely to result in sustained improvement when offered
early in the course of which one of the following conditions?
A) Adhesive capsulitis
B) De Quervain tenosynovitis
C) Lateral epicondylitis
D) Osteoarthritis of the knee
E) Subacromial impingement syndrome
24

A) 
B) 
C) 
D) 
E) ",Musculoskeletal,Treatment,Acute Care and Diagnosis,B
Q2023-668,2023,"A 70-year-old male presents for evaluation of an itchy rash (shown below) that started a few
weeks ago in the interdigital areas of both feet. The rash has since extended to his dorsal feet
and ankles. He has tried using a topical moisturizing lotion and hydrocortisone 1% cream
without improvement.
Based on the extent of skin involvement, you offer him an oral medication to treat the infection.
He is concerned about the risk of gastrointestinal side effects and asks if he could use a different
topical medication instead.
Of the following options, which one is most likely to resolve his symptoms?
A) Clotrimazole/betamethasone dipropionate (Lotrisone) cream
B) Mupirocin cream
C) Nystatin cream
D) Nystatin ointment
E) Terbinafine cream

A) 
B) 
C) 
D) 
E) ",Integumentary,Pharmacology,Acute Care and Diagnosis,E
Q2023-669,2023,"You are on a commercial aircraft at cruising altitude. One of the passengers rises from his seat
and passes out on the aisle floor beside you. You offer your services as a physician and the flight
attendant arrives at the patientâ€™s side. You find the scene safe and the patient unresponsive, not
breathing, and without a carotid pulse. You request the automated external defibrillator (AED).
The most appropriate next step would be to
A) attach the AED
B) begin chest compressions at a rate of 100/min
C) give two slow breaths using the mouth-to-mouth technique
D) give two slow breaths with a bag-valve mask
E) tell the flight crew to land as soon as possible

A) 
B) 
C) 
D) 
E) ",Cardiovascular,Management,Emergent and Urgent Care,B
Q2023-670,2023,"A 72-year-old male presents with a recent history of cough with bloody sputum. For 3 weeks,
he produced dark red to brown sputum with his usual morning cough. The last episode was a
week ago. He has a chronic, minimally productive cough that he attributes to allergies. He has
not had any fever, chest pain, or dyspnea associated with the bloody sputum. He has never
smoked and has no known lung disease. His medications include bupropion (Wellbutrin) and
fluoxetine (Prozac). His vital signs are unremarkable.
An examination including the nasal fossa and oropharynx reveals no evidence of bleeding. A
pulmonary examination is normal. A CBC, comprehensive metabolic panel, and INR are also
normal.
Which one of the following would be the most appropriate next step for this patient?
A) Reassurance only, with instructions to return if symptoms recur
B) Azithromycin (Zithromax)
C) A chest radiograph
D) CT of the chest with and without contrast
E) Referral for bronchoscopy
25
Item #68
26

A) 
B) 
C) 
D) 
E) ",Respiratory,Management,Acute Care and Diagnosis,C
Q2023-671,2023,"You see a 5-year-old female for the first time for a new patient visit. Her mother notes that she
tires easily and sometimes cannot keep up with other children her age. Laboratory studies reveal
the following:
WBCs ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€® 6500/mm3 (N 5000â€“14,500)
RBCsï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€® 5.6 million/mm3 (N 3.90â€“5.30)
Hemoglobin ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€® 9.1 g/dL (N 11.5â€“15.5)
Hematocrit ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€® 27% (N 34â€“40)
Plateletsï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€® 220,000/mm3 (N 150,000â€“450,000)
Mean corpuscular volume ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€® 68  m3 (N 75â€“87)
Mean corpuscular hemoglobinï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€® 28 pg/cell (N 24â€“30)
Mean corpuscular hemoglobin
   concentrationï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€® 34 g/dL (N 32â€“36)
Red cell distribution widthï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€® 11% (N 11.5â€“15.0)
Ferritin ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€® 150 ng/mL (N 7â€“140)
Transferrin saturationï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€® 40% (N 15â€“50)
A peripheral smear shows target cells, microcytic cells, red cell fragments, teardrop cells, and
nucleated RBCs.
Which one of the following is the most likely etiology of this patientâ€™s anemia?
A) Aplastic anemia
B) Iron deficiency
C) Megaloblastic anemia
D) Myelofibrosis
E) Thalassemia minor

A) 
B) 
C) 
D) 
E) ",Hematologic/ Immune,Diagnosis,Emergent and Urgent Care,E
Q2023-672,2023,"A 34-year-old female presents to your office and insists that she be seen. She seeks your care
frequently, showering you with compliments. Today she says that she feels depressed and hurts
â€œall over.â€ She reports that your medical assistant is not being friendly to her. She states that
her symptoms started a few days ago, after her boyfriend broke up with her. She had thought
he would propose soon although they had been dating for 2 months. She says he must have left
her because she is unattractive. She asks to be tested for sexually transmitted infections since she
frequently engages in unprotected intercourse. She was recently pulled over by a police officer
for reckless driving, but states she was being punished unfairly.
A physical examination reveals a BMI of 31 kg/m2, stable vital signs, and several scars on her
upper arms, but is otherwise unremarkable. She appears anxious and depressed, and as in the
past, mentions suicidal thoughts. Your staff asks you if she is just a difficult patient or whether
a disease process is involved.
Which one of the following is the most likely diagnosis for this patient?
A) Bipolar disorder
B) Borderline personality disorder
C) Generalized anxiety disorder
D) Major depressive disorder
E) Posttraumatic stress disorder
27

A) 
B) 
C) 
D) 
E) ",Psychogenic,Diagnosis,Chronic Care Management,B
Q2023-673,2023,"Overdiagnosis is defined as the diagnosis of a condition that, if unrecognized, would not cause
symptoms or harm during the patientâ€™s lifetime. Which one of the following interventions has
the best likelihood of reducing overdiagnosis?
A) Broadening the criteria for diagnosis of a condition
B) Creating financial incentives for more testing
C) Focusing screening efforts on populations at highest risk for a disease
D) Redefining risk factors as pre-diseases
E) Using more sensitive screening tests

A) 
B) 
C) 
D) 
E) ",Population-Based Care,Screening,Foundations of Care,C
Q2023-674,2023,"A 53-year-old female sees you because she would like treatment for hot flashes that she finds
quite bothersome. Her last menstrual period was 8 months ago. She has a history of unprovoked
deep vein thrombosis and a history of depression that is treated with venlafaxine (Effexor XR).
In addition to optimizing the dosage of her venlafaxine, which one of the following would be
most effective for treatment of her hot flashes?
A) Black cohosh
B) Clonidine
C) Gabapentin (Neurontin)
D) Oral progesterone
E) Topiramate (Topamax)

A) 
B) 
C) 
D) 
E) ",Nonspecific,Treatment,Chronic Care Management,C
Q2023-675,2023,"A 72-year-old male who underwent total left knee arthroplasty 3 months ago is scheduled for a
routine 6-month dental visit next week. His dentist contacts you for advice regarding antibiotic
prophylaxis to prevent joint infection.
Which one of the following should you recommend?
A) No antibiotic prophylaxis
B) Amoxicillin, 2 g orally, 1 hour before the procedure
C) Ceftriaxone, 1 g parenterally, 1 hour before the procedure
D) Delaying the dental visit for 3 months
E) Contacting the orthopedic surgeon who performed the arthroplasty
28

A) 
B) 
C) 
D) 
E) ",Musculoskeletal,Management,Emergent and Urgent Care,A
